food_id,meal_name,base_name,meal_type,category,cuisine,portion_profile,ingredients,variant_addons,allergens,condition_flags,cross_contamination_risks,cultural_flags,fodmap_level,acidity_level,glycemic_index,nutrition_source,nutrition_source_ids,nutrition_source_ingredients,nutrition_source_unmapped_ingredients,nutrition_source_fdc_ids,clinical_rule_sources,source_rule_matches,allergen_rule_source,source_confidence,source_note,vegetarian,vegan,pescatarian,contains_dairy,contains_gluten,contains_tree_nuts,contains_peanuts,contains_shellfish,contains_soy,contains_sesame,contains_eggs,contains_pork,contains_beef,contains_meat,contains_fish,contains_honey,calories,protein_g,carbs_g,fat_g,fiber_g,iron_mg,calcium_mg,vitamin_b12_mcg,vitamin_d_mcg,zinc_mg,potassium_mg,magnesium_mg,sodium_mg,omega3_g,dedup_signature
NUTRI-09676,Low sodium salmon sweet potato - training athlete variant 9676,Low sodium salmon sweet potato,Dinner,fish plate,American,athlete (1.18x),salmon; sweet potato; kale; olive oil; tomato; lime; orange; avocado,"tomato citrus salsa, avocado",,reflux trigger,,,low,high,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4FFCF321C7; USDA-REF-2BB35AD78C; USDA-REF-17BFAB9228; USDA-REF-6AA3C4572C; USDA-REF-321F6B7E8B; USDA-REF-CBD777D761; USDA-REF-EF0EBBB772; USDA-REF-FDB7388828,salmon->salmon (USDA-REF-4FFCF321C7; offline_reference_used_after_api_http_error_429); sweet potato->sweet potato (USDA-REF-2BB35AD78C; offline_reference_used_after_api_http_error_429); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); tomato->tomato (USDA-REF-321F6B7E8B; offline_reference_used_after_api_http_error_429); lime->lime (USDA-REF-CBD777D761; offline_reference_used_after_api_http_error_429); orange->orange (USDA-REF-EF0EBBB772; offline_reference_used_after_api_http_error_429); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429),,,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish; GERD:citrus; GERD:tomato,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_source_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1044.3,54.28,94.4,50.74,21.24,5.664,330.4,6.136,15.34,4.012,2342.3,273.76,501.5,4.012,d6a22912bd00254c
NUTRI-09677,Egg and quinoa stuffed peppers - protein high energy variant 9677,Egg and quinoa stuffed peppers,Dinner,stuffed vegetable,Mediterranean,high energy (1.12x),egg; quinoa; bell pepper; spinach; soy sauce,soy sauce glaze,soy; eggs,high sodium,,,low,low,45.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,FDC:2707152; FDC:168917; USDA-REF-7B2CF3F9DC; FDC:2709614; USDA-REF-731669EE1D,egg->egg (FDC:2707152; api_match); quinoa->quinoa (FDC:168917; api_match); bell pepper->bell pepper (USDA-REF-7B2CF3F9DC; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); soy sauce->soy sauce (USDA-REF-731669EE1D; offline_reference_used_after_api_http_error_429),,FDC:2707152; FDC:168917; FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FDA allergen:eggs; FDA allergen:soy; FODMAP:quinoa=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,756.0,35.84,78.4,28.0,12.32,6.048,274.4,1.792,4.256,3.808,1120.0,207.2,1198.4,0.448,7ace94964e68ebcd
NUTRI-09678,Bean burrito wheat wrap - garden compact variant 9678,Bean burrito wheat wrap,Dinner,wrap,Mexican,compact (0.88x),wheat tortilla; pinto beans; cheese; salsa; spinach,spinach,dairy; gluten,high fodmap; high gi; high sodium; reflux trigger,gluten,,high,high,58.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-EFC78115FE; USDA-REF-29A37C2997; USDA-REF-BCEF7A0462; USDA-REF-2880C73550; FDC:2709614,wheat tortilla->wheat tortilla (USDA-REF-EFC78115FE; offline_reference_used_after_api_http_error_429); pinto beans->pinto beans (USDA-REF-29A37C2997; offline_reference_used_after_api_http_error_429); cheese->cheese (USDA-REF-BCEF7A0462; offline_reference_used_after_api_http_error_429); salsa->salsa (USDA-REF-2880C73550; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match),,FDC:2709614,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,DASH:sodium meal cap; FDA allergen:milk/dairy; FDA allergen:wheat/gluten; FODMAP:wheat=high; GERD:spicy foods; GI:beans=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,686.4,29.04,87.12,24.64,17.6,6.776,413.6,0.792,0.176,3.696,1064.8,206.8,822.8,0.264,f70dc5331b3b307d
NUTRI-09679,Buckwheat hemp berry bowl - market hearty variant 9679,Buckwheat hemp berry bowl,Breakfast,grain bowl,Nordic,hearty (1.06x),buckwheat; hemp hearts; blueberries; fortified oat milk; honey; almonds; chia; flax,"honey glaze, almond crunch, chia flax mix",tree nuts; honey,added sugar; high fodmap; high gi,,,high,low,58.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-DB884EA5AD; USDA-REF-720C0F9331; FDC:2709275; FDC:173904; USDA-REF-9D75342C10; USDA-REF-5B14DCD94B; FDC:2710819; USDA-REF-031AD55DEB,buckwheat->buckwheat (USDA-REF-DB884EA5AD; offline_reference_used_after_api_http_error_429); hemp hearts->hemp hearts (USDA-REF-720C0F9331; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match); fortified oat milk->fortified oat milk (FDC:173904; api_match); honey->honey (USDA-REF-9D75342C10; offline_reference_used_after_api_http_error_429); almonds->almonds (USDA-REF-5B14DCD94B; offline_reference_used_after_api_http_error_429); chia->chia (FDC:2710819; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429),,FDC:2709275; FDC:173904; FDC:2710819,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:tree nuts; FODMAP:honey=high; FODMAP:wheat=high; GI:honey=high/added sugar,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,726.1,26.5,90.1,31.8,20.14,6.678,567.1,1.378,6.89,4.982,1070.6,323.3,165.36,3.392,195d2723d8ba9ca8
NUTRI-09680,Polenta pumpkin seed breakfast - weeknight mineral focus variant 9680,Polenta pumpkin seed breakfast,Breakfast,porridge,Italian,mineral focus (1.09x),polenta; pumpkin seeds; strawberries; fortified oat milk; blueberries,blueberry side,,,tree nuts,,low,low,49.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-7FB96D2AA2; USDA-REF-F42D2F8575; USDA-REF-EE9362BF61; FDC:173904; FDC:2709275,polenta->polenta (USDA-REF-7FB96D2AA2; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429); strawberries->strawberries (USDA-REF-EE9362BF61; offline_reference_used_after_api_http_error_429); fortified oat milk->fortified oat milk (FDC:173904; api_match); blueberries->blueberries (FDC:2709275; api_match),,FDC:173904; FDC:2709275,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,506.85,18.53,79.57,14.17,13.08,5.559,390.22,1.308,6.54,4.142,768.45,183.12,160.23,0.436,e01a287de25a577d
NUTRI-09681,Brown rice edamame-free poke - mineral balanced variant 9681,Brown rice edamame-free poke,Lunch,rice bowl,Hawaiian,balanced (1.00x),brown rice; cucumber; carrot; seaweed; hemp hearts; shrimp; greek yogurt,"shrimp topping, greek yogurt scoop",dairy; shellfish,,,,low,low,51.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,FDC:2512380; USDA-REF-868D099240; USDA-REF-D8BFAD4B74; USDA-REF-3B9790FF63; USDA-REF-720C0F9331; USDA-REF-28AB915BBC; FDC:2705441,brown rice->brown rice (FDC:2512380; api_match); cucumber->cucumber (USDA-REF-868D099240; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); seaweed->seaweed (USDA-REF-3B9790FF63; offline_reference_used_after_api_http_error_429); hemp hearts->hemp hearts (USDA-REF-720C0F9331; offline_reference_used_after_api_http_error_429); shrimp->shrimp (USDA-REF-28AB915BBC; offline_reference_used_after_api_http_error_429); greek yogurt->greek yogurt (FDC:2705441; api_match),,FDC:2512380; FDC:2705441,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:milk/dairy; FDA allergen:shellfish; FODMAP:rice=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,770.0,53.0,87.0,22.0,11.0,5.4,445.0,2.4,3.6,5.6,1140.0,217.0,540.0,0.9,4365e68aabde0172
NUTRI-09682,Quinoa banana breakfast bowl - garden balanced variant 9682,Quinoa banana breakfast bowl,Breakfast,grain bowl,American,balanced (1.00x),quinoa; banana; chia; fortified oat milk; pork; bacon,bacon bits,pork,high sodium; reflux trigger,,,low,high,48.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,FDC:168917; FDC:2709224; FDC:2710819; FDC:173904; USDA-REF-63AEF24ED7; USDA-REF-8ABF15BEF3,quinoa->quinoa (FDC:168917; api_match); banana->banana (FDC:2709224; api_match); chia->chia (FDC:2710819; api_match); fortified oat milk->fortified oat milk (FDC:173904; api_match); pork->pork (USDA-REF-63AEF24ED7; offline_reference_used_after_api_http_error_429); bacon->bacon (USDA-REF-8ABF15BEF3; offline_reference_used_after_api_http_error_429),,FDC:168917; FDC:2709224; FDC:2710819; FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:quinoa=low; GERD:high-fat foods; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,545.0,23.0,66.0,21.0,11.0,4.3,345.0,1.4,4.5,3.4,850.0,165.0,615.0,1.2,dbddabdee5baf9e9
NUTRI-09683,Millet peanut porridge - balanced steady variant 9683,Millet peanut porridge,Breakfast,porridge,West African,steady (0.96x),millet; peanut butter; banana; flax; spinach; garlic; onion; blueberries,"spinach, garlic onion relish, blueberry side",peanuts,high fodmap,gluten,,high,low,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-7275CFFBBC; USDA-REF-42820C10B1; FDC:2709224; USDA-REF-031AD55DEB; FDC:2709614; USDA-REF-2ADE5D5A47; USDA-REF-6AC8C09B23; FDC:2709275,millet->millet (USDA-REF-7275CFFBBC; offline_reference_used_after_api_http_error_429); peanut butter->peanut butter (USDA-REF-42820C10B1; offline_reference_used_after_api_http_error_429); banana->banana (FDC:2709224; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429); spinach->spinach (FDC:2709614; api_match); garlic->garlic (USDA-REF-2ADE5D5A47; offline_reference_used_after_api_http_error_429); onion->onion (USDA-REF-6AC8C09B23; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match),,FDC:2709224; FDC:2709614; FDC:2709275,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:peanuts; FODMAP:garlic=high; FODMAP:onion=high,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,532.8,20.16,79.68,16.32,15.36,5.376,242.88,0.0,0.0,3.36,974.4,199.68,203.52,1.824,7347ce6cf8d777b9
NUTRI-09684,Low FODMAP tofu rice bowl - clinic standard variant 9684,Low FODMAP tofu rice bowl,Lunch,rice bowl,Japanese,standard (0.90x),firm tofu; white rice; carrot; zucchini; ginger; pumpkin seeds; tomato; lime; orange,"pumpkin seeds, tomato citrus salsa",soy,reflux trigger,,,low,high,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4BEE485A93; USDA-REF-B0318FD453; USDA-REF-D8BFAD4B74; USDA-REF-3A8F2CA363; USDA-REF-92119E2C63; USDA-REF-F42D2F8575; USDA-REF-321F6B7E8B; USDA-REF-CBD777D761; USDA-REF-EF0EBBB772,firm tofu->firm tofu (USDA-REF-4BEE485A93; offline_reference_used_after_api_http_error_429); white rice->white rice (USDA-REF-B0318FD453; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); zucchini->zucchini (USDA-REF-3A8F2CA363; offline_reference_used_after_api_http_error_429); ginger->ginger (USDA-REF-92119E2C63; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429); tomato->tomato (USDA-REF-321F6B7E8B; offline_reference_used_after_api_http_error_429); lime->lime (USDA-REF-CBD777D761; offline_reference_used_after_api_http_error_429); orange->orange (USDA-REF-EF0EBBB772; offline_reference_used_after_api_http_error_429),,,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:soy; FODMAP:firm tofu=low; FODMAP:rice=low; GERD:citrus; GERD:tomato; GI:white rice=higher,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_source_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,679.5,33.3,81.9,24.3,9.9,7.2,481.5,0.72,4.5,4.77,1143.0,244.8,409.5,0.9,c461f86a33150fc1
NUTRI-09685,Turkey lettuce rice bowl - weeknight light variant 9685,Turkey lettuce rice bowl,Lunch,protein bowl,American,light (0.84x),turkey; brown rice; lettuce; carrot; chia; flax,chia flax mix,,,,,low,low,48.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-5009C8E190; FDC:2512380; USDA-REF-52A7C2B11B; USDA-REF-D8BFAD4B74; FDC:2710819; USDA-REF-031AD55DEB,turkey->turkey (USDA-REF-5009C8E190; offline_reference_used_after_api_http_error_429); brown rice->brown rice (FDC:2512380; api_match); lettuce->lettuce (USDA-REF-52A7C2B11B; offline_reference_used_after_api_http_error_429); carrot->carrot (USDA-REF-D8BFAD4B74; offline_reference_used_after_api_http_error_429); chia->chia (FDC:2710819; api_match); flax->flax (USDA-REF-031AD55DEB; offline_reference_used_after_api_http_error_429),,FDC:2512380; FDC:2710819,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FODMAP:rice=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,583.8,37.8,57.12,20.16,10.92,3.612,184.8,1.008,0.168,4.2,814.8,155.4,331.8,1.848,96363b57665eb083
NUTRI-09686,Garlic onion curry rice - fiber recovery variant 9686,Garlic onion curry rice,Lunch,curry,Indian,recovery (1.15x),rice; garlic; onion; chickpeas; spices; fortified oat milk; honey; almonds,"fortified oat milk, honey glaze, almond crunch",tree nuts; honey,added sugar; high fodmap; high gi; reflux trigger,tree nuts,,high,high,69.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-6939278D66; USDA-REF-2ADE5D5A47; USDA-REF-6AC8C09B23; USDA-REF-DB1D0A87E8; USDA-REF-1202A9FE39; FDC:173904; USDA-REF-9D75342C10; USDA-REF-5B14DCD94B,rice->rice (USDA-REF-6939278D66; offline_reference_used_after_api_http_error_429); garlic->garlic (USDA-REF-2ADE5D5A47; offline_reference_used_after_api_http_error_429); onion->onion (USDA-REF-6AC8C09B23; offline_reference_used_after_api_http_error_429); chickpeas->chickpeas (USDA-REF-DB1D0A87E8; offline_reference_used_after_api_http_error_429); spices->spices (USDA-REF-1202A9FE39; offline_reference_used_after_api_http_error_429); fortified oat milk->fortified oat milk (FDC:173904; api_match); honey->honey (USDA-REF-9D75342C10; offline_reference_used_after_api_http_error_429); almonds->almonds (USDA-REF-5B14DCD94B; offline_reference_used_after_api_http_error_429),,FDC:173904,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:tree nuts; FODMAP:chickpeas=medium; FODMAP:garlic=high; FODMAP:honey=high; FODMAP:onion=high; FODMAP:rice=low; GERD:spicy foods; GI:honey=high/added sugar,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1023.5,32.2,144.9,33.35,23.0,8.51,557.75,1.38,6.9,5.52,1460.5,333.5,748.65,0.115,649edb7aa595793f
NUTRI-09687,Low sodium salmon sweet potato - clinic mineral focus variant 9687,Low sodium salmon sweet potato,Dinner,fish plate,American,mineral focus (1.09x),salmon; sweet potato; kale; olive oil; avocado; pumpkin seeds,"avocado, pumpkin seeds",,,gluten,,low,low,50.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-4FFCF321C7; USDA-REF-2BB35AD78C; USDA-REF-17BFAB9228; USDA-REF-6AA3C4572C; USDA-REF-FDB7388828; USDA-REF-F42D2F8575,salmon->salmon (USDA-REF-4FFCF321C7; offline_reference_used_after_api_http_error_429); sweet potato->sweet potato (USDA-REF-2BB35AD78C; offline_reference_used_after_api_http_error_429); kale->kale (USDA-REF-17BFAB9228; offline_reference_used_after_api_http_error_429); olive oil->olive oil (USDA-REF-6AA3C4572C; offline_reference_used_after_api_http_error_429); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429); pumpkin seeds->pumpkin seeds (USDA-REF-F42D2F8575; offline_reference_used_after_api_http_error_429),,,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:fish,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_source_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1013.7,54.5,79.57,54.5,18.53,6.54,299.75,5.668,14.17,5.559,2087.35,327.0,370.6,3.815,3146744cc0a8fcbd
NUTRI-09688,Black bean avocado quinoa bowl - herb clinic standard variant 9688,Black bean avocado quinoa bowl,Dinner,legume bowl,Mexican,clinic standard (0.94x),black beans; quinoa; avocado; cilantro; nutritional yeast; shrimp,"nutritional yeast, shrimp topping",shellfish,,,,medium,low,38.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-341EC05D9C; FDC:168917; USDA-REF-FDB7388828; USDA-REF-E05C281F50; USDA-REF-F1FD05F9B3; USDA-REF-28AB915BBC,black beans->black beans (USDA-REF-341EC05D9C; offline_reference_used_after_api_http_error_429); quinoa->quinoa (FDC:168917; api_match); avocado->avocado (USDA-REF-FDB7388828; offline_reference_used_after_api_http_error_429); cilantro->cilantro (USDA-REF-E05C281F50; offline_reference_used_after_api_http_error_429); nutritional yeast->nutritional yeast (USDA-REF-F1FD05F9B3; offline_reference_used_after_api_http_error_429); shrimp->shrimp (USDA-REF-28AB915BBC; offline_reference_used_after_api_http_error_429),,FDC:168917,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:shellfish; FODMAP:black beans=medium; FODMAP:quinoa=low; GI:beans=low; GI:quinoa=low/medium,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,803.7,48.88,87.42,28.2,23.5,7.614,249.1,3.008,0.094,6.11,1419.4,277.3,484.1,0.564,8dca187b6a00972c
NUTRI-09689,Bean burrito wheat wrap - fresh low volume variant 9689,Bean burrito wheat wrap,Dinner,wrap,Mexican,low volume (0.82x),wheat tortilla; pinto beans; cheese; salsa; blueberries,blueberry side,dairy; gluten,high fodmap; high gi; high sodium; reflux trigger,,,high,high,58.0,USDA FoodData Central ingredient reference cache + deterministic recipe-template scaling,USDA-REF-EFC78115FE; USDA-REF-29A37C2997; USDA-REF-BCEF7A0462; USDA-REF-2880C73550; FDC:2709275,wheat tortilla->wheat tortilla (USDA-REF-EFC78115FE; offline_reference_used_after_api_http_error_429); pinto beans->pinto beans (USDA-REF-29A37C2997; offline_reference_used_after_api_http_error_429); cheese->cheese (USDA-REF-BCEF7A0462; offline_reference_used_after_api_http_error_429); salsa->salsa (USDA-REF-2880C73550; offline_reference_used_after_api_http_error_429); blueberries->blueberries (FDC:2709275; api_match),,FDC:2709275,USDA FoodData Central; Monash Low-FODMAP; NIH DRI/RDA; Glycaemic Index; DASH; internal allergen/low-acid rule maps,FDA allergen:milk/dairy; FDA allergen:wheat/gluten; FODMAP:wheat=high; GERD:spicy foods; GI:beans=low,Internal allergen keyword map matched against meal and USDA ingredient terms,usda_hybrid_reference_mapped,"Meal candidate generated from curated recipe templates; every ingredient is checked against the local USDA FoodData Central source-reference cache before writing. API-matched ingredients retain FDC IDs, API-limited ingredients retain explicit offline source-reference IDs, and clinical filters use professor-listed FODMAP, GI, DASH, and RDA references plus internal allergen/low-acid rule maps.",True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,668.3,26.24,90.2,22.96,17.22,5.74,350.96,0.738,0.164,3.444,930.7,178.76,747.84,0.164,6f9489637d1e197f
